state,industry,year,value_added_bn,source
United States,Utilities,2008,241.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2009,257.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2010,279.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2011,288.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2012,280.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2013,287.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2014,299.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2015,300.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2016,303.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2017,313.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2018,320.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2019,331.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2020,345.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2021,392.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2022,440.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2023,457.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2024,454.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Utilities,2025,471.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2005,651.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2006,697.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2007,715.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2008,649.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2009,565.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2010,525.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2011,525.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2012,554.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2013,594.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2014,649.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2015,715.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2016,776.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2017,840.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2018,889.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2019,953.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2020,958.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2021,1012.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2022,1112.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2023,1224.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2024,1305.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Construction,2025,1341.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2005,1692.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2006,1793.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2007,1845.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2008,1799.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2009,1695.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2010,1788.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2011,1863.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2012,1921.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2013,1970.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2014,2009.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2015,2071.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2016,2035.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2017,2109.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2018,2261.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2019,2268.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2020,2156.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2021,2416.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2022,2668.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2023,2816.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2024,2880.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Manufacturing,2025,2894.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2005,752.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2006,809.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2007,856.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2008,882.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2009,832.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2010,887.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2011,934.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2012,997.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2013,1042.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2014,1092.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2015,1148.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2016,1142.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2017,1176.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2018,1222.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2019,1296.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2020,1302.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2021,1414.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2022,1594.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2023,1652.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2024,1706.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Wholesale trade,2025,1905.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2005,840.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2006,869.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2007,869.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2008,851.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2009,832.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2010,863.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2011,883.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2012,923.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2013,979.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2014,1018.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2015,1081.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2016,1133.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2017,1178.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2018,1223.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2019,1277.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2020,1335.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2021,1537.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2022,1647.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2023,1779.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2024,1849.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Retail trade,2025,1921.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2005,375.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2006,410.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2007,414.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2008,427.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2009,404.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2010,433.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2011,452.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2012,473.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2013,497.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2014,533.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2015,583.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2016,603.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2017,635.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2018,677.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2019,710.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2020,639.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2021,779.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2022,912.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2023,946.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2024,987.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Transportation & warehousing,2025,1023.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2005,642.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2006,651.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2007,707.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2008,743.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2009,721.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2010,754.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2011,763.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2012,762.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2013,835.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2014,848.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2015,913.1,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2016,974.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2017,1010.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2018,1041.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2019,1142.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2020,1181.8,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2021,1312.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2022,1383.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2023,1491.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2024,1592.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Information,2025,1667.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2005,977.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2006,1048.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2007,1029.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2008,871.3,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2009,967.0,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2010,993.2,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2011,1022.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2012,1169.4,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2013,1153.5,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2014,1295.7,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2015,1390.6,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
United States,Finance & insurance,2016,1474.9,"BEA SAGDP2 value added by state x industry, nominal $ (annual, 2005-2025); same table as state-by-industry-2025.csv"
